Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Wed11/4,OKC,vs,TOR,L98-103,35,8,21,38.1,3,9,33.3,3,4,75.0,0,5,5,16,2,0,8,4,22,+3,2016.0
Mon11/2,OKC,@,HOU,L105-110,32,10,16,62.5,3,6,50.0,2,2,100.0,2,6,8,11,2,0,7,5,25,+4,2016.0
Sun11/1,OKC,vs,DEN,W117-93,25,7,13,53.8,1,4,25.0,0,0,,2,7,9,8,3,0,4,0,15,+22,2016.0
Average,,,,,33.5,8.9,19.1,46.4,1.6,5.2,30.1,6.7,8.0,83.6,1.9,5.6,7.6,9.9,2.6,0.3,5.3,2.4,26.0,8.3,2016.0
Fri10/30,OKC,@,ORL,W139-136,48,17,36,47.2,1,5,20.0,13,16,81.3,5,6,11,8,1,1,6,3,48,+2,2016.0
Wed10/28,OKC,vs,SAS,W112-106,37,12,23,52.2,3,6,50.0,6,7,85.7,1,1,2,10,2,0,5,3,33,+7,2016.0
Average,,,,,42.3,14.5,29.5,49.2,2.0,5.5,36.4,9.5,11.5,82.6,3.0,3.5,6.5,9.0,1.5,0.5,5.5,3.0,40.5,4.5,2016.0
Tue4/25,OKC,@,HOU,L99-105,42,15,34,44.1,5,18,27.8,12,17,70.6,5,6,11,9,0,0,7,5,47,+12,2017.0
Sun4/23,OKC,vs,HOU,L109-113,39,10,28,35.7,3,8,37.5,12,13,92.3,0,14,14,14,3,1,5,2,35,+14,2017.0
Fri4/21,OKC,vs,HOU,W115-113,39,11,24,45.8,0,1,0.0,10,14,71.4,0,12,12,11,3,0,5,3,32,+3,2017.0
Wed4/19,OKC,@,HOU,L111-115,41,17,43,39.5,2,11,18.2,15,18,83.3,2,8,10,13,4,1,4,3,51,+11,2017.0
Sun4/16,OKC,@,HOU,L87-118,34,6,23,26.1,3,11,27.3,7,8,87.5,2,9,11,7,2,0,9,3,22,-25,2017.0
Average,,,,,38.9,11.8,30.4,38.8,2.6,9.8,26.5,11.2,14.0,80.0,1.8,9.8,11.6,10.8,2.4,0.4,6.0,3.2,37.4,3.0,2017.0
Wed4/12,OKC,vs,DEN,L105-111,18,2,10,20.0,1,5,20.0,0,0,,0,5,5,8,0,1,3,2,5,-5,2017.0
Sun4/9,OKC,@,DEN,W106-105,37,17,32,53.1,5,12,41.7,11,11,100.0,2,14,16,10,1,0,2,1,50,+10,2017.0
Fri4/7,OKC,@,PHX,L99-120,36,6,25,24.0,2,12,16.7,9,9,100.0,6,6,12,8,0,1,8,5,23,-15,2017.0
Wed4/5,OKC,@,MEM,W103-100,38,14,25,56.0,8,13,61.5,9,12,75.0,0,9,9,10,4,0,7,4,45,+3,2017.0
Tue4/4,OKC,vs,MIL,W110-79,27,4,12,33.3,2,4,50.0,2,2,100.0,3,10,13,13,2,0,3,2,12,+19,2017.0
Sun4/2,OKC,vs,CHA,L101-113,36,14,31,45.2,7,15,46.7,5,5,100.0,1,12,13,10,2,0,8,1,40,-6,2017.0
Average,,,,,32.1,9.5,22.5,42.2,4.2,10.2,41.0,6.0,6.5,92.3,2.0,9.3,11.3,9.8,1.5,0.3,5.2,2.5,29.2,1.0,2017.0
Fri3/31,OKC,vs,SAS,L95-100,37,8,22,36.4,2,7,28.6,14,15,93.3,2,13,15,12,0,0,8,1,32,-10,2017.0
Wed3/29,OKC,@,ORL,W114-106,42,21,40,52.5,6,15,40.0,9,11,81.8,3,10,13,11,3,0,7,3,57,+8,2017.0
Mon3/27,OKC,@,DAL,W92-91,36,15,30,50.0,2,9,22.2,5,5,100.0,0,13,13,10,2,0,6,0,37,+12,2017.0
Sun3/26,OKC,@,HOU,L125-137,39,13,24,54.2,3,9,33.3,10,16,62.5,0,11,11,13,0,0,5,4,39,-14,2017.0
Wed3/22,OKC,vs,PHI,W122-97,28,6,6,100.0,0,0,,6,6,100.0,0,11,11,14,0,2,5,1,18,+21,2017.0
Mon3/20,OKC,vs,GSW,L95-111,27,4,16,25.0,1,6,16.7,6,7,85.7,0,8,8,7,2,0,5,4,15,-25,2017.0
Sat3/18,OKC,vs,SAC,W110-94,36,9,20,45.0,4,9,44.4,6,7,85.7,3,5,8,10,4,0,7,1,28,+13,2017.0
Thu3/16,OKC,@,TOR,W123-102,28,8,17,47.1,4,8,50.0,4,4,100.0,0,10,10,16,1,0,2,2,24,+26,2017.0
Tue3/14,OKC,@,BKN,W122-104,35,6,18,33.3,2,7,28.6,11,13,84.6,1,11,12,19,2,1,5,3,25,+7,2017.0
Sat3/11,OKC,vs,UTA,W112-104,36,9,26,34.6,3,10,30.0,12,13,92.3,1,10,11,14,2,2,5,1,33,+12,2017.0
Thu3/9,OKC,vs,SAS,W102-92,35,7,21,33.3,1,6,16.7,8,9,88.9,3,10,13,13,2,0,3,2,23,+12,2017.0
Tue3/7,OKC,vs,POR,L121-126,36,21,39,53.8,3,9,33.3,13,16,81.3,1,2,3,9,3,1,4,4,58,+7,2017.0
Sun3/5,OKC,@,DAL,L89-104,34,8,24,33.3,2,10,20.0,11,13,84.6,0,6,6,5,2,1,1,4,29,-14,2017.0
Fri3/3,OKC,@,PHX,L111-118,38,14,30,46.7,3,12,25.0,17,18,94.4,1,16,17,9,3,0,4,4,48,+10,2017.0
Thu3/2,OKC,@,POR,L109-114,37,12,36,33.3,6,16,37.5,15,15,100.0,2,5,7,4,1,1,4,0,45,-7,2017.0
Average,,,,,34.9,10.7,24.6,43.6,2.8,8.9,31.6,9.8,11.2,87.5,1.1,9.4,10.5,11.1,1.8,0.5,4.7,2.3,34.1,3.9,2017.0
Tue2/28,OKC,vs,UTA,W109-106,39,13,28,46.4,6,9,66.7,11,12,91.7,0,11,11,10,0,0,8,1,43,+10,2017.0
Sun2/26,OKC,vs,NOP,W118-110,37,14,29,48.3,2,8,25.0,11,12,91.7,2,9,11,11,1,0,9,2,41,+3,2017.0
Fri2/24,OKC,vs,LAL,W110-93,35,4,18,22.2,1,5,20.0,8,9,88.9,2,16,18,17,3,0,6,1,17,+19,2017.0
Wed2/15,OKC,vs,NYK,W116-105,38,13,22,59.1,3,5,60.0,9,13,69.2,3,11,14,12,3,1,6,0,38,+13,2017.0
Mon2/13,OKC,@,WAS,L98-120,24,5,19,26.3,0,4,0.0,7,7,100.0,2,2,4,4,2,0,2,0,17,-36,2017.0
Sat2/11,OKC,vs,GSW,L114-130,37,14,26,53.8,3,10,30.0,16,18,88.9,1,10,11,8,1,0,11,5,47,-13,2017.0
Thu2/9,OKC,vs,CLE,W118-109,35,11,27,40.7,2,6,33.3,5,5,100.0,1,11,12,11,4,0,7,4,29,+3,2017.0
Mon2/6,OKC,@,IND,L90-93,37,10,27,37.0,4,10,40.0,3,4,75.0,2,16,18,9,1,2,4,3,27,+1,2017.0
Sun2/5,OKC,vs,POR,W105-99,35,16,34,47.1,1,6,16.7,9,11,81.8,1,3,4,8,0,0,4,3,42,+7,2017.0
Fri2/3,OKC,vs,MEM,W114-102,38,8,20,40.0,5,7,71.4,17,17,100.0,2,11,13,12,3,0,5,2,38,+17,2017.0
Wed2/1,OKC,vs,CHI,L100-128,29,10,23,43.5,2,7,28.6,6,8,75.0,1,4,5,8,2,1,3,1,28,-23,2017.0
Average,,,,,35.0,10.7,24.8,43.2,2.6,7.0,37.7,9.3,10.5,87.9,1.5,9.5,11.0,10.0,1.8,0.4,5.9,2.0,33.4,0.1,2017.0
Tue1/31,OKC,@,SAS,L94-108,34,7,17,41.2,3,7,42.9,10,10,100.0,1,5,6,14,1,0,6,4,27,+8,2017.0
Sun1/29,OKC,@,CLE,L91-107,36,7,26,26.9,1,6,16.7,5,8,62.5,5,7,12,10,1,1,4,3,20,-19,2017.0
Thu1/26,OKC,vs,DAL,W109-98,35,16,29,55.2,4,8,50.0,9,11,81.8,1,7,8,3,2,0,4,2,45,+19,2017.0
Wed1/25,OKC,@,NOP,W114-105,36,7,22,31.8,4,9,44.4,9,12,75.0,1,11,12,10,1,1,8,3,27,-1,2017.0
Mon1/23,OKC,@,UTA,W97-95,36,11,29,37.9,3,7,42.9,13,17,76.5,1,10,11,10,4,1,6,3,38,+4,2017.0
Wed1/18,OKC,@,GSW,L100-121,35,8,23,34.8,1,6,16.7,10,11,90.9,4,11,15,13,2,2,10,5,27,-19,2017.0
Mon1/16,OKC,@,LAC,L98-120,29,7,19,36.8,2,7,28.6,8,9,88.9,1,4,5,4,2,0,4,2,24,-20,2017.0
Sun1/15,OKC,@,SAC,W122-118,36,11,21,52.4,4,5,80.0,10,11,90.9,2,9,11,10,4,0,7,1,36,-1,2017.0
Fri1/13,OKC,@,MIN,L86-96,36,7,23,30.4,1,10,10.0,6,7,85.7,3,8,11,12,2,0,10,3,21,-10,2017.0
Wed1/11,OKC,vs,MEM,W103-95,37,6,20,30.0,0,7,0.0,12,15,80.0,1,12,13,12,2,1,6,1,24,+13,2017.0
Mon1/9,OKC,@,CHI,W109-94,33,9,18,50.0,1,7,14.3,2,3,66.7,0,9,9,14,1,0,4,2,21,+10,2017.0
Sat1/7,OKC,vs,DEN,W121-106,35,10,20,50.0,7,12,58.3,5,6,83.3,2,15,17,11,3,0,5,3,32,+24,2017.0
Thu1/5,OKC,@,HOU,L116-118,38,16,34,47.1,8,15,53.3,9,11,81.8,1,7,8,5,2,0,5,2,49,+2,2017.0
Wed1/4,OKC,@,CHA,L112-123,34,10,31,32.3,2,12,16.7,11,13,84.6,3,12,15,8,2,1,4,5,33,-8,2017.0
Mon1/2,OKC,@,MIL,L94-98,36,9,28,32.1,2,10,20.0,10,11,90.9,0,7,7,6,3,0,5,3,30,+3,2017.0
Average,,,,,35.1,9.4,24.0,39.2,2.9,8.5,33.6,8.6,10.3,83.2,1.7,8.9,10.7,9.5,2.1,0.5,5.9,2.8,30.3,0.3,2017.0
Sat12/31,OKC,vs,LAC,W114-88,29,6,11,54.5,0,2,0.0,5,6,83.3,0,12,12,14,2,0,1,0,17,+26,2017.0
Thu12/29,OKC,@,MEM,L80-114,23,6,19,31.6,2,6,33.3,7,10,70.0,2,3,5,0,2,0,6,3,21,-11,2017.0
Tue12/27,OKC,@,MIA,W106-94,37,11,22,50.0,0,1,0.0,7,10,70.0,0,17,17,11,0,0,7,0,29,+12,2017.0
Sun12/25,OKC,vs,MIN,W112-100,33,11,25,44.0,1,4,25.0,8,9,88.9,3,4,7,15,1,1,5,2,31,+12,2017.0
Fri12/23,OKC,@,BOS,W117-112,35,13,25,52.0,5,7,71.4,14,16,87.5,1,10,11,11,1,0,4,1,45,+10,2017.0
Wed12/21,OKC,@,NOP,W121-110,34,12,26,46.2,2,7,28.6,16,18,88.9,1,9,10,7,1,0,4,2,42,-4,2017.0
Mon12/19,OKC,vs,ATL,L108-110,35,16,33,48.5,3,10,30.0,11,13,84.6,2,9,11,7,1,0,4,2,46,-2,2017.0
Sat12/17,OKC,vs,PHX,W114-101,34,9,17,52.9,1,2,50.0,7,7,100.0,0,11,11,22,2,1,5,3,26,+16,2017.0
Wed12/14,OKC,@,UTA,L89-109,31,7,25,28.0,2,5,40.0,11,13,84.6,1,5,6,5,1,0,5,4,27,-6,2017.0
Tue12/13,OKC,@,POR,L95-114,27,7,19,36.8,2,5,40.0,4,4,100.0,2,4,6,6,0,0,4,1,20,-10,2017.0
Sun12/11,OKC,vs,BOS,W99-96,36,14,26,53.8,2,5,40.0,7,12,58.3,3,9,12,6,2,0,7,3,37,+9,2017.0
Fri12/9,OKC,vs,HOU,L99-102,36,8,25,32.0,0,7,0.0,11,12,91.7,1,9,10,10,3,0,8,3,27,-2,2017.0
Mon12/5,OKC,@,ATL,W102-99,34,10,22,45.5,3,8,37.5,9,14,64.3,1,12,13,12,1,1,4,1,32,-4,2017.0
Sun12/4,OKC,vs,NOP,W101-92,38,10,23,43.5,2,8,25.0,6,9,66.7,1,16,17,12,1,0,10,1,28,+13,2017.0
Average,,,,,32.9,10.0,22.7,44.0,1.8,5.5,32.5,8.8,10.9,80.4,1.3,9.3,10.6,9.9,1.3,0.2,5.3,1.9,30.6,4.2,2017.0
Wed11/30,OKC,vs,WAS,W126-115,41,12,35,34.3,1,6,16.7,10,10,100.0,4,10,14,11,2,0,5,3,35,+4,2017.0
Mon11/28,OKC,@,NYK,W112-103,36,9,23,39.1,2,3,66.7,7,7,100.0,5,12,17,14,2,0,7,3,27,+5,2017.0
Sat11/26,OKC,vs,DET,W106-88,37,8,22,36.4,0,5,0.0,1,2,50.0,3,10,13,15,1,1,5,2,17,+14,2017.0
Fri11/25,OKC,@,DEN,W132-129,41,9,25,36.0,3,4,75.0,15,17,88.2,1,10,11,17,1,1,7,3,36,+10,2017.0
Wed11/23,OKC,@,SAC,L101-116,35,7,18,38.9,1,5,20.0,16,19,84.2,1,10,11,9,2,0,3,1,31,-7,2017.0
Tue11/22,OKC,@,LAL,L109-111,36,13,30,43.3,4,9,44.4,4,5,80.0,3,5,8,13,2,0,8,3,34,+9,2017.0
Sun11/20,OKC,vs,IND,L111-115,40,13,34,38.2,2,8,25.0,3,5,60.0,5,6,11,15,1,0,7,3,31,-18,2017.0
Fri11/18,OKC,vs,BKN,W124-105,34,13,21,61.9,0,1,0.0,4,5,80.0,3,7,10,13,1,0,3,0,30,+21,2017.0
Wed11/16,OKC,vs,HOU,W105-103,36,9,20,45.0,2,4,50.0,10,11,90.9,1,6,7,9,2,0,6,0,30,+12,2017.0
Mon11/14,OKC,@,DET,L88-104,34,11,21,52.4,0,2,0.0,11,12,91.7,2,13,15,8,0,0,7,4,33,-7,2017.0
Sun11/13,OKC,vs,ORL,L117-119,38,14,21,66.7,0,3,0.0,13,18,72.2,2,10,12,16,0,0,2,2,41,+9,2017.0
Fri11/11,OKC,vs,LAC,L108-110,35,9,25,36.0,3,5,60.0,8,9,88.9,1,13,14,9,1,0,4,5,29,-5,2017.0
Wed11/9,OKC,vs,TOR,L102-112,39,9,26,34.6,3,12,25.0,15,18,83.3,2,5,7,7,1,2,8,2,36,-3,2017.0
Mon11/7,OKC,vs,MIA,W97-85,27,5,16,31.3,1,6,16.7,3,3,100.0,2,3,5,11,0,0,5,2,14,+24,2017.0
Sat11/5,OKC,vs,MIN,W112-92,28,9,18,50.0,4,5,80.0,6,8,75.0,2,4,6,8,3,0,2,3,28,+24,2017.0
Thu11/3,OKC,@,GSW,L96-122,29,4,15,26.7,2,4,50.0,10,14,71.4,1,5,6,10,1,2,6,3,20,-9,2017.0
Wed11/2,OKC,@,LAC,W85-83,33,14,30,46.7,0,7,0.0,7,9,77.8,1,5,6,5,3,0,10,4,35,+12,2017.0
Average,,,,,35.2,9.9,23.5,42.0,1.6,5.2,31.5,8.4,10.1,83.1,2.3,7.9,10.2,11.2,1.4,0.4,5.6,2.5,29.8,5.6,2017.0
Sun10/30,OKC,vs,LAL,W113-96,34,11,21,52.4,5,6,83.3,6,6,100.0,4,7,11,16,1,1,7,3,33,+10,2017.0
Fri10/28,OKC,vs,PHX,W113-110,45,17,44,38.6,2,10,20.0,15,20,75.0,3,10,13,10,2,0,5,3,51,+7,2017.0
Wed10/26,OKC,@,PHI,W103-97,36,11,21,52.4,1,2,50.0,9,11,81.8,1,11,12,9,0,0,2,2,32,+10,2017.0
Average,,,,,38.4,13.0,28.7,45.3,2.7,6.0,44.4,10.0,12.3,81.1,2.7,9.3,12.0,11.7,1.0,0.3,4.7,2.7,38.7,9.0,2017.0
Fri4/27,OKC,@,UTA,L91-96,44,18,43,41.9,7,19,36.8,3,6,50.0,1,9,10,5,2,0,5,3,46,-1,2018.0
Wed4/25,OKC,vs,UTA,W107-99,44,17,39,43.6,5,9,55.6,6,6,100.0,3,12,15,7,0,0,5,3,45,+10,2018.0
Mon4/23,OKC,@,UTA,L96-113,36,7,18,38.9,0,3,0.0,9,11,81.8,4,10,14,3,0,0,5,5,23,-14,2018.0
Sat4/21,OKC,@,UTA,L102-115,37,5,17,29.4,1,4,25.0,3,4,75.0,1,10,11,9,2,0,8,2,14,-25,2018.0
Wed4/18,OKC,vs,UTA,L95-102,37,7,19,36.8,2,3,66.7,3,4,75.0,1,8,9,13,4,0,3,4,19,-5,2018.0
Sun4/15,OKC,vs,UTA,W116-108,37,10,25,40.0,0,4,0.0,9,9,100.0,1,12,13,8,1,0,5,4,29,-1,2018.0
Average,,,,,39.2,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,1.8,10.2,12.0,7.5,1.5,0.0,5.2,3.5,29.3,-6.0,2018.0
Wed4/11,OKC,vs,MEM,W137-123,37,2,9,22.2,0,2,0.0,2,3,66.7,3,17,20,19,2,0,5,0,6,+17,2018.0
Mon4/9,OKC,@,MIA,W115-93,38,8,21,38.1,2,5,40.0,5,6,83.3,3,15,18,13,1,0,6,3,23,+12,2018.0
Sat4/7,OKC,@,HOU,W108-102,38,10,28,35.7,1,3,33.3,3,5,60.0,5,2,7,10,4,1,4,4,24,+3,2018.0
Tue4/3,OKC,vs,GSW,L107-111,41,15,26,57.7,3,7,42.9,11,12,91.7,5,11,16,6,2,0,6,3,44,+3,2018.0
Sun4/1,OKC,@,NOP,W109-104,37,9,17,52.9,0,1,0.0,8,11,72.7,1,14,15,13,2,0,7,5,26,+15,2018.0
Average,,,,,38.0,8.8,20.2,43.6,1.2,3.6,33.3,5.8,7.4,78.4,3.4,11.8,15.2,12.2,2.2,0.2,5.6,3.0,24.6,10.0,2018.0
Fri3/30,OKC,vs,DEN,L125-126,44,12,32,37.5,4,9,44.4,5,8,62.5,3,6,9,13,2,1,2,2,33,+2,2018.0
Thu3/29,OKC,@,SAS,L99-103,38,7,19,36.8,0,4,0.0,5,8,62.5,1,10,11,5,3,1,7,5,19,+7,2018.0
Sun3/25,OKC,vs,POR,L105-108,36,9,20,45.0,1,2,50.0,4,6,66.7,1,7,8,9,4,0,3,6,23,-2,2018.0
Fri3/23,OKC,vs,MIA,W105-99,36,9,15,60.0,2,2,100.0,9,10,90.0,0,13,13,8,1,0,5,4,29,-3,2018.0
Tue3/20,OKC,@,BOS,L99-100,37,9,21,42.9,2,5,40.0,7,11,63.6,2,6,8,7,1,0,5,2,27,+5,2018.0
Sun3/18,OKC,@,TOR,W132-125,37,15,22,68.2,1,1,100.0,6,8,75.0,5,8,13,14,2,0,5,3,37,+17,2018.0
Fri3/16,OKC,vs,LAC,W121-113,37,7,17,41.2,0,1,0.0,2,2,100.0,1,9,10,11,0,0,6,3,16,-1,2018.0
Tue3/13,OKC,@,ATL,W119-107,35,12,20,60.0,0,0,,8,10,80.0,4,8,12,12,1,1,4,3,32,+20,2018.0
Mon3/12,OKC,vs,SAC,W106-101,36,7,19,36.8,2,3,66.7,1,3,33.3,0,10,10,11,0,0,2,2,17,+4,2018.0
Sat3/10,OKC,vs,SAS,W104-94,36,7,15,46.7,0,1,0.0,7,11,63.6,1,11,12,10,1,0,5,1,21,+1,2018.0
Thu3/8,OKC,vs,PHX,W115-87,29,11,14,78.6,0,0,,5,7,71.4,0,8,8,9,0,0,2,1,27,+27,2018.0
Tue3/6,OKC,vs,HOU,L112-122,39,15,27,55.6,0,4,0.0,2,2,100.0,2,2,4,7,1,1,9,4,32,-4,2018.0
Sat3/3,OKC,@,POR,L100-108,35,12,31,38.7,1,5,20.0,5,7,71.4,2,9,11,6,0,1,4,4,30,-7,2018.0
Fri3/2,OKC,@,PHX,W124-116,40,16,25,64.0,2,4,50.0,9,11,81.8,7,7,14,8,1,1,5,2,43,+2,2018.0
Average,,,,,36.8,10.6,21.2,49.8,1.1,2.9,36.6,5.4,7.4,72.1,2.1,8.1,10.2,9.3,1.2,0.4,4.6,3.0,27.6,4.9,2018.0
Wed2/28,OKC,@,DAL,W111-110,42,11,25,44.0,0,5,0.0,8,9,88.9,3,8,11,7,3,1,9,3,30,+8,2018.0
Mon2/26,OKC,vs,ORL,W112-105,35,3,12,25.0,0,1,0.0,2,2,100.0,2,10,12,11,1,0,7,5,8,-5,2018.0
Sat2/24,OKC,@,GSW,L80-112,32,4,15,26.7,1,5,20.0,6,6,100.0,2,10,12,7,2,0,5,1,15,-19,2018.0
Thu2/22,OKC,@,SAC,W110-107,38,4,14,28.6,1,6,16.7,8,10,80.0,0,15,15,11,2,0,8,1,17,+4,2018.0
Wed2/14,OKC,@,MEM,W121-114,37,6,14,42.9,0,4,0.0,11,12,91.7,2,11,13,15,1,2,4,1,23,+14,2018.0
Tue2/13,OKC,vs,CLE,L112-120,39,7,19,36.8,0,3,0.0,7,8,87.5,2,5,7,12,2,0,1,2,21,-3,2018.0
Tue2/6,OKC,@,GSW,W125-105,36,13,26,50.0,2,5,40.0,6,6,100.0,0,9,9,9,0,0,4,2,34,+21,2018.0
Sun2/4,OKC,vs,LAL,L104-108,40,15,25,60.0,0,4,0.0,6,8,75.0,1,4,5,9,1,0,7,1,36,-10,2018.0
Fri2/2,OKC,vs,NOP,L100-114,36,7,21,33.3,1,7,14.3,1,1,100.0,2,9,11,14,1,0,9,3,16,-9,2018.0
Thu2/1,OKC,@,DEN,L124-127,39,7,18,38.9,2,5,40.0,4,4,100.0,0,9,9,21,2,1,3,5,20,-8,2018.0
Average,,,,,37.4,7.7,18.9,40.7,0.7,4.5,15.6,5.9,6.6,89.4,1.4,9.0,10.4,11.6,1.5,0.4,5.7,2.4,22.0,-0.7,2018.0
Tue1/30,OKC,@,WAS,L96-102,36,5,18,27.8,1,4,25.0,2,2,100.0,2,4,6,10,4,0,7,3,13,-7,2018.0
Sun1/28,OKC,vs,PHI,W122-112,41,14,33,42.4,1,6,16.7,8,11,72.7,2,7,9,14,2,0,2,3,37,+22,2018.0
Sat1/27,OKC,@,DET,W121-108,36,13,22,59.1,3,4,75.0,2,4,50.0,4,7,11,13,2,0,6,3,31,+20,2018.0
Thu1/25,OKC,vs,WAS,W121-112,37,19,29,65.5,1,3,33.3,7,10,70.0,0,6,6,6,2,0,6,3,46,0,2018.0
Tue1/23,OKC,vs,BKN,W109-108,36,12,27,44.4,0,4,0.0,8,11,72.7,1,4,5,6,1,0,1,2,32,-10,2018.0
Sat1/20,OKC,@,CLE,W148-124,35,9,17,52.9,1,1,100.0,4,5,80.0,2,7,9,20,2,0,5,1,23,+26,2018.0
Wed1/17,OKC,vs,LAL,W114-90,28,8,22,36.4,1,3,33.3,2,3,66.7,2,4,6,7,2,0,3,1,19,+20,2018.0
Mon1/15,OKC,vs,SAC,W95-88,33,8,14,57.1,0,1,0.0,3,7,42.9,3,13,16,9,1,0,10,2,19,+15,2018.0
Sat1/13,OKC,@,CHA,W101-91,37,10,27,37.0,0,3,0.0,5,7,71.4,2,8,10,7,2,1,3,1,25,+5,2018.0
Wed1/10,OKC,@,MIN,L88-104,35,15,23,65.2,1,2,50.0,7,9,77.8,2,8,10,5,4,0,4,0,38,-13,2018.0
Tue1/9,OKC,vs,POR,L106-117,35,7,20,35.0,1,3,33.3,7,10,70.0,2,7,9,12,3,2,6,1,22,-13,2018.0
Sun1/7,OKC,@,PHX,L100-114,34,11,21,52.4,1,1,100.0,3,7,42.9,3,7,10,11,2,0,6,2,26,-10,2018.0
Thu1/4,OKC,@,LAC,W127-117,38,11,24,45.8,2,2,100.0,5,6,83.3,2,10,12,11,1,0,6,3,29,+6,2018.0
Wed1/3,OKC,@,LAL,W133-96,28,10,17,58.8,0,0,,0,0,,0,6,6,12,1,0,2,0,20,+26,2018.0
Average,,,,,34.9,10.9,22.4,48.4,0.9,2.6,35.1,4.5,6.6,68.5,1.9,7.0,8.9,10.2,2.1,0.2,4.8,1.8,27.1,6.2,2018.0
Sun12/31,OKC,vs,DAL,L113-116,37,17,28,60.7,0,4,0.0,4,7,57.1,1,14,15,11,1,0,2,2,38,0,2018.0
Fri12/29,OKC,vs,MIL,L95-97,40,16,34,47.1,2,9,22.2,6,9,66.7,3,11,14,9,1,0,5,4,40,0,2018.0
Wed12/27,OKC,vs,TOR,W124-107,35,11,22,50.0,0,1,0.0,8,10,80.0,2,6,8,13,2,0,7,1,30,+26,2018.0
Mon12/25,OKC,vs,HOU,W112-107,37,12,24,50.0,0,1,0.0,7,8,87.5,0,6,6,11,3,0,5,3,31,+11,2018.0
Sat12/23,OKC,@,UTA,W103-89,38,11,24,45.8,2,3,66.7,3,4,75.0,2,8,10,10,1,1,2,3,27,+12,2018.0
Fri12/22,OKC,vs,ATL,W120-117,36,12,17,70.6,1,2,50.0,5,5,100.0,1,6,7,15,2,1,3,0,30,+6,2018.0
Wed12/20,OKC,vs,UTA,W107-79,27,10,13,76.9,0,0,,4,4,100.0,4,6,10,7,4,0,1,2,24,+36,2018.0
Mon12/18,OKC,vs,DEN,W95-94,37,16,28,57.1,1,3,33.3,5,7,71.4,2,7,9,6,3,1,3,2,38,+13,2018.0
Sat12/16,OKC,@,NYK,L96-111,36,9,18,50.0,0,3,0.0,7,10,70.0,2,5,7,7,2,0,4,3,25,-4,2018.0
Fri12/15,OKC,@,PHI,W119-117,52,10,33,30.3,2,5,40.0,5,12,41.7,5,12,17,15,2,0,6,1,27,-4,2018.0
Wed12/13,OKC,@,IND,W100-95,36,3,17,17.6,1,3,33.3,3,7,42.9,3,14,17,12,2,0,5,0,10,+2,2018.0
Mon12/11,OKC,vs,CHA,L103-116,36,10,22,45.5,1,2,50.0,9,9,100.0,1,3,4,7,3,0,2,3,30,-12,2018.0
Sat12/9,OKC,@,MEM,W102-101,43,7,29,24.1,1,12,8.3,5,8,62.5,3,8,11,14,1,0,3,5,20,+11,2018.0
Thu12/7,OKC,@,BKN,L95-100,36,10,27,37.0,2,6,33.3,9,12,75.0,0,8,8,6,0,0,3,4,31,-9,2018.0
Tue12/5,OKC,vs,UTA,W100-94,38,12,25,48.0,2,9,22.2,8,9,88.9,0,12,12,14,1,1,7,3,34,+4,2018.0
Sun12/3,OKC,vs,SAS,W90-87,39,9,22,40.9,2,2,100.0,2,6,33.3,3,6,9,10,1,0,7,2,22,+8,2018.0
Fri12/1,OKC,vs,MIN,W111-107,37,6,21,28.6,0,8,0.0,3,4,75.0,4,5,9,14,2,0,7,2,15,-3,2018.0
Average,,,,,37.6,10.6,23.8,44.8,1.0,4.3,23.3,5.5,7.7,71.0,2.1,8.1,10.2,10.6,1.8,0.2,4.2,2.4,27.8,5.7,2018.0
Wed11/29,OKC,@,ORL,L108-121,38,11,23,47.8,7,10,70.0,8,12,66.7,4,7,11,5,5,0,7,3,37,-5,2018.0
Sat11/25,OKC,@,DAL,L81-97,40,9,19,47.4,4,8,50.0,6,9,66.7,1,11,12,9,1,0,4,2,28,-2,2018.0
Fri11/24,OKC,vs,DET,L98-99,39,10,29,34.5,1,10,10.0,6,7,85.7,1,10,11,11,3,0,5,2,27,0,2018.0
Wed11/22,OKC,vs,GSW,W108-91,37,13,27,48.1,1,4,25.0,7,8,87.5,2,8,10,9,4,0,6,2,34,+17,2018.0
Mon11/20,OKC,@,NOP,L107-114,39,6,19,31.6,2,7,28.6,8,10,80.0,3,13,16,12,3,0,3,3,22,+9,2018.0
Fri11/17,OKC,@,SAS,L101-104,38,5,22,22.7,0,4,0.0,5,5,100.0,3,6,9,9,0,0,2,3,15,0,2018.0
Wed11/15,OKC,vs,CHI,W92-79,32,6,13,46.2,2,5,40.0,7,7,100.0,0,5,5,7,4,0,4,3,21,+18,2018.0
Sun11/12,OKC,vs,DAL,W112-99,33,6,18,33.3,3,5,60.0,12,13,92.3,0,6,6,5,3,0,4,2,27,+14,2018.0
Fri11/10,OKC,vs,LAC,W120-111,34,8,16,50.0,1,3,33.3,5,6,83.3,1,2,3,8,3,0,4,3,22,+19,2018.0
Thu11/9,OKC,@,DEN,L94-102,35,6,22,27.3,1,6,16.7,0,3,0.0,4,3,7,5,3,0,3,2,13,-9,2018.0
