Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
OKC,38.0,16.0,24.0,66.7,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,11.0,12.0,2.0,0.0,3.0,0.0,32.0,-13.0,2020,107,112,2020-01-20,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
DEN,34.0,11.0,25.0,44.0,0.0,0.0,0.0,6.0,7.0,85.7,6.0,10.0,16.0,8.0,4.0,1.0,5.0,2.0,28.0,25.0,2020,121,105,2020-01-22,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
MIN,38.0,16.0,27.0,59.3,0.0,0.0,0.0,13.0,13.0,100.0,0.0,6.0,6.0,10.0,1.0,0.0,3.0,2.0,45.0,3.0,2020,131,124,2020-01-24,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
DEN,39.0,14.0,29.0,48.3,0.0,1.0,0.0,4.0,5.0,80.0,3.0,4.0,7.0,7.0,2.0,1.0,10.0,4.0,32.0,-8.0,2020,110,117,2020-01-26,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
POR,42.0,16.0,29.0,55.2,1.0,3.0,33.3,6.0,6.0,100.0,3.0,7.0,10.0,6.0,2.0,1.0,6.0,3.0,39.0,-7.0,2020,112,125,2020-01-29,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
DAL,40.0,13.0,28.0,46.4,0.0,1.0,0.0,6.0,7.0,85.7,2.0,4.0,6.0,9.0,3.0,0.0,1.0,5.0,32.0,6.0,2020,128,121,2020-01-31,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
NOP,36.0,9.0,24.0,37.5,1.0,4.0,25.0,3.0,3.0,100.0,2.0,4.0,6.0,7.0,1.0,0.0,2.0,4.0,22.0,-1.0,2020,117,109,2020-02-02,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
LAL,37.0,17.0,28.0,60.7,1.0,2.0,50.0,6.0,8.0,75.0,1.0,7.0,8.0,5.0,1.0,0.0,8.0,5.0,41.0,12.0,2020,121,111,2020-02-06,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
UTA,38.0,18.0,33.0,54.5,1.0,2.0,50.0,2.0,4.0,50.0,1.0,5.0,6.0,4.0,1.0,1.0,3.0,3.0,39.0,4.0,2020,113,114,2020-02-09,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BOS,37.0,13.0,23.0,56.5,0.0,2.0,0.0,10.0,13.0,76.9,1.0,9.0,10.0,5.0,2.0,0.0,4.0,3.0,36.0,9.0,2020,116,105,2020-02-11,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
GSW,30.0,10.0,19.0,52.6,1.0,2.0,50.0,0.0,0.0,0.0,2.0,3.0,5.0,10.0,1.0,0.0,4.0,3.0,21.0,18.0,2020,135,105,2020-02-20,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
UTA,39.0,14.0,26.0,53.8,2.0,4.0,50.0,4.0,4.0,100.0,2.0,4.0,6.0,4.0,1.0,0.0,2.0,4.0,34.0,-2.0,2020,120,110,2020-02-22,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
MEM,34.0,15.0,24.0,62.5,1.0,2.0,50.0,2.0,3.0,66.7,2.0,7.0,9.0,8.0,4.0,0.0,5.0,3.0,33.0,37.0,2020,140,112,2020-02-26,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
BOS,43.0,16.0,27.0,59.3,1.0,2.0,50.0,8.0,12.0,66.7,2.0,6.0,8.0,5.0,3.0,0.0,6.0,2.0,41.0,-3.0,2020,111,110,2020-02-29,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
NYK,37.0,9.0,19.0,47.4,1.0,3.0,33.3,5.0,7.0,71.4,3.0,6.0,9.0,3.0,0.0,1.0,6.0,3.0,24.0,-9.0,2020,123,125,2020-03-02,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
LAC,33.0,11.0,27.0,40.7,0.0,2.0,0.0,7.0,11.0,63.6,7.0,8.0,15.0,5.0,1.0,0.0,2.0,2.0,29.0,-13.0,2020,105,120,2020-03-05,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ORL,30.0,9.0,19.0,47.4,2.0,5.0,40.0,4.0,5.0,80.0,2.0,6.0,8.0,4.0,1.0,0.0,8.0,2.0,24.0,-29.0,2020,106,126,2020-03-08,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
MIN,37.0,11.0,17.0,64.7,0.0,0.0,0.0,5.0,6.0,83.3,0.0,6.0,6.0,7.0,4.0,0.0,6.0,5.0,27.0,8.0,2020,117,111,2020-03-10,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
DAL,44.0,13.0,30.0,43.3,1.0,3.0,33.3,4.0,8.0,50.0,5.0,6.0,11.0,8.0,2.0,1.0,6.0,5.0,31.0,12.0,2020,153,149,2020-07-31,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
MIL,38.0,10.0,21.0,47.6,1.0,3.0,33.3,10.0,12.0,83.3,1.0,5.0,6.0,8.0,0.0,1.0,5.0,2.0,31.0,-5.0,2020,120,116,2020-08-02,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
POR,35.0,5.0,14.0,35.7,0.0,2.0,0.0,5.0,12.0,41.7,0.0,3.0,3.0,9.0,2.0,1.0,1.0,5.0,15.0,-10.0,2020,102,110,2020-08-04,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
SAS,28.0,8.0,17.0,47.1,2.0,4.0,50.0,2.0,2.0,100.0,0.0,5.0,5.0,6.0,1.0,0.0,7.0,1.0,20.0,-15.0,2020,105,123,2020-08-11,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
OKC,24.0,3.0,13.0,23.1,0.0,2.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,7.0,1.0,0.0,0.0,4.0,7.0,21.0,2020,114,80,2020-08-29,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
OKC,27.0,8.0,15.0,53.3,1.0,2.0,50.0,0.0,2.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,7.0,2.0,17.0,-9.0,2020,100,104,2020-08-31,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
OKC,34.0,9.0,20.0,45.0,0.0,2.0,0.0,2.0,2.0,100.0,2.0,7.0,9.0,2.0,0.0,0.0,2.0,3.0,20.0,-3.0,2020,104,102,2020-09-02,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
LAL,32.0,10.0,24.0,41.7,1.0,5.0,20.0,3.0,6.0,50.0,0.0,9.0,9.0,6.0,1.0,0.0,5.0,2.0,24.0,15.0,2020,112,97,2020-09-04,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
LAL,33.0,4.0,15.0,26.7,1.0,7.0,14.3,1.0,3.0,33.3,4.0,9.0,13.0,4.0,2.0,0.0,7.0,5.0,10.0,-14.0,2020,109,117,2020-09-06,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
LAL,36.0,13.0,24.0,54.2,2.0,4.0,50.0,2.0,2.0,100.0,1.0,7.0,8.0,6.0,2.0,1.0,3.0,1.0,30.0,-14.0,2020,102,112,2020-09-08,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
LAL,41.0,8.0,16.0,50.0,3.0,8.0,37.5,6.0,9.0,66.7,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,25.0,-10.0,2020,100,110,2020-09-10,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
LAL,36.0,4.0,13.0,30.8,0.0,3.0,0.0,2.0,6.0,33.3,1.0,3.0,4.0,6.0,2.0,0.0,3.0,2.0,10.0,-23.0,2020,96,119,2020-09-12,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
PHI,36.0,9.0,22.0,40.9,0.0,2.0,0.0,3.0,5.0,60.0,2.0,9.0,11.0,15.0,0.0,0.0,6.0,3.0,21.0,10.0,2020,107,113,2020-12-23,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ORL,36.0,6.0,19.0,31.6,0.0,4.0,0.0,3.0,4.0,75.0,2.0,13.0,15.0,12.0,2.0,0.0,5.0,3.0,15.0,2.0,2020,120,130,2020-12-26,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
CHI,38.0,9.0,17.0,52.9,1.0,4.0,25.0,2.0,2.0,100.0,0.0,15.0,15.0,11.0,1.0,0.0,6.0,3.0,21.0,3.0,2020,107,115,2020-12-29,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHI,39.0,8.0,18.0,44.4,3.0,5.0,60.0,3.0,6.0,50.0,2.0,8.0,10.0,11.0,1.0,0.0,5.0,4.0,22.0,-10.0,2020,130,133,2020-12-31,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
BKN,38.0,7.0,25.0,28.0,1.0,7.0,14.3,9.0,12.0,75.0,1.0,4.0,5.0,10.0,2.0,0.0,2.0,2.0,24.0,0.0,2021,123,122,2021-01-03,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PHI,39.0,8.0,18.0,44.4,3.0,6.0,50.0,1.0,4.0,25.0,0.0,8.0,8.0,12.0,3.0,1.0,6.0,4.0,20.0,-4.0,2021,136,141,2021-01-06,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BOS,33.0,4.0,16.0,25.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,4.0,4.0,8.0,0.0,1.0,7.0,4.0,12.0,-17.0,2021,107,116,2021-01-08,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
SAS,25.0,3.0,11.0,27.3,1.0,3.0,33.3,2.0,4.0,50.0,3.0,5.0,8.0,6.0,0.0,0.0,4.0,1.0,9.0,-20.0,2021,101,121,2021-01-24,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HOU,28.0,7.0,17.0,41.2,1.0,4.0,25.0,4.0,8.0,50.0,2.0,9.0,11.0,7.0,0.0,0.0,6.0,3.0,19.0,-13.0,2021,88,107,2021-01-26,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ATL,27.0,8.0,18.0,44.4,3.0,5.0,60.0,7.0,8.0,87.5,0.0,6.0,6.0,4.0,0.0,1.0,3.0,2.0,26.0,-9.0,2021,100,116,2021-01-29,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
BKN,35.0,16.0,28.0,57.1,4.0,7.0,57.1,5.0,7.0,71.4,4.0,6.0,10.0,8.0,2.0,1.0,3.0,4.0,41.0,7.0,2021,149,146,2021-01-31,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POR,33.0,7.0,15.0,46.7,1.0,3.0,33.3,2.0,2.0,100.0,1.0,11.0,12.0,10.0,0.0,0.0,4.0,4.0,17.0,-14.0,2021,121,132,2021-02-02,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MIA,25.0,4.0,9.0,44.4,0.0,1.0,0.0,5.0,7.0,71.4,1.0,2.0,3.0,3.0,0.0,0.0,6.0,2.0,13.0,-22.0,2021,95,122,2021-02-05,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CHA,28.0,4.0,9.0,44.4,0.0,3.0,0.0,4.0,8.0,50.0,4.0,7.0,11.0,9.0,0.0,2.0,5.0,1.0,12.0,-20.0,2021,97,119,2021-02-07,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOR,34.0,9.0,20.0,45.0,3.0,8.0,37.5,2.0,2.0,100.0,1.0,5.0,6.0,7.0,1.0,0.0,5.0,4.0,23.0,-22.0,2021,115,137,2021-02-10,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
NYK,35.0,10.0,22.0,45.5,0.0,4.0,0.0,3.0,6.0,50.0,2.0,7.0,9.0,10.0,1.0,0.0,5.0,1.0,23.0,-19.0,2021,91,109,2021-02-12,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
BOS,29.0,6.0,19.0,31.6,0.0,2.0,0.0,1.0,3.0,33.3,2.0,7.0,9.0,11.0,1.0,0.0,3.0,3.0,13.0,27.0,2021,104,91,2021-02-14,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HOU,33.0,8.0,22.0,36.4,0.0,3.0,0.0,0.0,1.0,0.0,3.0,10.0,13.0,15.0,0.0,0.0,5.0,1.0,16.0,1.0,2021,131,119,2021-02-15,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
DEN,39.0,5.0,15.0,33.3,0.0,2.0,0.0,2.0,6.0,33.3,4.0,9.0,13.0,12.0,2.0,1.0,8.0,5.0,12.0,0.0,2021,130,128,2021-02-17,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
POR,37.0,11.0,17.0,64.7,0.0,1.0,0.0,5.0,7.0,71.4,2.0,9.0,11.0,13.0,0.0,0.0,7.0,4.0,27.0,2.0,2021,118,111,2021-02-20,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
LAL,44.0,13.0,25.0,52.0,0.0,1.0,0.0,6.0,12.0,50.0,1.0,13.0,14.0,9.0,0.0,0.0,2.0,5.0,32.0,0.0,2021,127,124,2021-02-22,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LAC,34.0,9.0,18.0,50.0,0.0,1.0,0.0,2.0,5.0,40.0,1.0,8.0,9.0,10.0,2.0,1.0,3.0,1.0,20.0,-26.0,2021,116,135,2021-02-23,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DEN,37.0,6.0,17.0,35.3,1.0,3.0,33.3,3.0,4.0,75.0,1.0,9.0,10.0,10.0,3.0,0.0,5.0,3.0,16.0,1.0,2021,112,110,2021-02-25,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
MIN,32.0,7.0,19.0,36.8,0.0,2.0,0.0,5.0,10.0,50.0,0.0,14.0,14.0,12.0,2.0,0.0,5.0,1.0,19.0,16.0,2021,128,112,2021-02-27,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
BOS,36.0,10.0,22.0,45.5,1.0,5.0,20.0,3.0,4.0,75.0,3.0,8.0,11.0,4.0,1.0,1.0,5.0,4.0,24.0,-12.0,2021,110,111,2021-02-28,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MEM,36.0,8.0,16.0,50.0,3.0,7.0,42.9,4.0,9.0,44.4,0.0,6.0,6.0,15.0,3.0,0.0,8.0,3.0,23.0,-4.0,2021,111,125,2021-03-02,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LAC,36.0,9.0,19.0,47.4,2.0,4.0,50.0,7.0,15.0,46.7,2.0,7.0,9.0,11.0,4.0,0.0,1.0,4.0,27.0,15.0,2021,119,117,2021-03-04,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
MEM,36.0,10.0,19.0,52.6,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,10.0,3.0,0.0,4.0,3.0,20.0,3.0,2021,112,127,2021-03-10,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PHI,33.0,10.0,19.0,52.6,2.0,4.0,50.0,3.0,7.0,42.9,1.0,4.0,5.0,8.0,1.0,0.0,2.0,2.0,25.0,-24.0,2021,101,127,2021-03-12,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
MIL,39.0,16.0,32.0,50.0,5.0,11.0,45.5,5.0,9.0,55.6,1.0,9.0,10.0,12.0,2.0,0.0,6.0,4.0,42.0,-18.0,2021,119,125,2021-03-13,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
MIL,39.0,8.0,19.0,42.1,3.0,6.0,50.0,4.0,6.0,66.7,2.0,3.0,5.0,17.0,1.0,1.0,5.0,2.0,23.0,-20.0,2021,122,133,2021-03-15,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAC,39.0,8.0,19.0,42.1,1.0,3.0,33.3,9.0,12.0,75.0,1.0,13.0,14.0,10.0,1.0,0.0,6.0,3.0,26.0,-8.0,2021,119,121,2021-03-17,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
UTA,38.0,12.0,23.0,52.2,2.0,5.0,40.0,9.0,11.0,81.8,1.0,14.0,15.0,13.0,2.0,1.0,5.0,0.0,35.0,10.0,2021,131,122,2021-03-18,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
BKN,39.0,10.0,20.0,50.0,2.0,7.0,28.6,7.0,9.0,77.8,2.0,11.0,13.0,13.0,2.0,0.0,8.0,3.0,29.0,-4.0,2021,106,113,2021-03-21,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
NYK,29.0,3.0,14.0,21.4,0.0,3.0,0.0,8.0,10.0,80.0,0.0,4.0,4.0,12.0,2.0,0.0,4.0,1.0,14.0,-17.0,2021,113,131,2021-03-23,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
NYK,40.0,3.0,15.0,20.0,0.0,5.0,0.0,7.0,12.0,58.3,1.0,17.0,18.0,9.0,2.0,4.0,8.0,6.0,13.0,-1.0,2021,102,106,2021-03-25,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DET,35.0,8.0,20.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,18.0,19.0,10.0,0.0,0.0,6.0,3.0,19.0,18.0,2021,106,92,2021-03-27,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
IND,39.0,14.0,26.0,53.8,4.0,6.0,66.7,3.0,5.0,60.0,1.0,13.0,14.0,21.0,2.0,1.0,4.0,3.0,35.0,7.0,2021,132,124,2021-03-29,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CHA,38.0,7.0,20.0,35.0,4.0,9.0,44.4,4.0,6.0,66.7,5.0,10.0,15.0,14.0,2.0,0.0,5.0,3.0,22.0,-6.0,2021,104,114,2021-03-30,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DET,36.0,7.0,16.0,43.8,1.0,5.0,20.0,1.0,6.0,16.7,2.0,9.0,11.0,12.0,0.0,1.0,9.0,3.0,16.0,-23.0,2021,91,120,2021-04-01,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DAL,37.0,11.0,24.0,45.8,0.0,3.0,0.0,4.0,6.0,66.7,2.0,12.0,14.0,5.0,1.0,0.0,4.0,2.0,26.0,-19.0,2021,87,109,2021-04-03,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
TOR,40.0,9.0,25.0,36.0,1.0,6.0,16.7,4.0,4.0,100.0,2.0,12.0,14.0,11.0,1.0,0.0,4.0,1.0,23.0,-4.0,2021,101,103,2021-04-05,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ORL,38.0,8.0,11.0,72.7,3.0,3.0,100.0,4.0,4.0,100.0,1.0,13.0,14.0,15.0,0.0,1.0,5.0,3.0,23.0,13.0,2021,131,116,2021-04-07,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
GSW,37.0,8.0,17.0,47.1,1.0,4.0,25.0,2.0,3.0,66.7,2.0,12.0,14.0,14.0,1.0,0.0,6.0,1.0,19.0,1.0,2021,110,107,2021-04-09,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
PHX,33.0,6.0,17.0,35.3,0.0,4.0,0.0,5.0,8.0,62.5,2.0,9.0,11.0,14.0,1.0,0.0,5.0,2.0,17.0,-21.0,2021,106,134,2021-04-10,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
UTA,39.0,8.0,15.0,53.3,0.0,2.0,0.0,9.0,11.0,81.8,2.0,12.0,14.0,14.0,1.0,0.0,3.0,1.0,25.0,10.0,2021,125,121,2021-04-12,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAC,36.0,12.0,22.0,54.5,0.0,2.0,0.0,1.0,2.0,50.0,2.0,13.0,15.0,11.0,4.0,0.0,7.0,3.0,25.0,11.0,2021,123,111,2021-04-14,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
NOP,44.0,13.0,24.0,54.2,3.0,6.0,50.0,7.0,11.0,63.6,1.0,14.0,15.0,9.0,0.0,0.0,4.0,3.0,36.0,6.0,2021,117,115,2021-04-16,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
DET,30.0,7.0,17.0,41.2,0.0,0.0,0.0,1.0,3.0,33.3,3.0,11.0,14.0,11.0,2.0,0.0,2.0,5.0,15.0,14.0,2021,121,100,2021-04-17,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
OKC,39.0,5.0,18.0,27.8,1.0,4.0,25.0,2.0,6.0,33.3,2.0,9.0,11.0,17.0,3.0,0.0,8.0,3.0,13.0,12.0,2021,119,107,2021-04-19,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
GSW,41.0,5.0,17.0,29.4,1.0,4.0,25.0,3.0,4.0,75.0,2.0,18.0,20.0,10.0,3.0,0.0,9.0,3.0,14.0,10.0,2021,118,114,2021-04-21,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
OKC,37.0,14.0,23.0,60.9,3.0,4.0,75.0,6.0,7.0,85.7,1.0,10.0,11.0,11.0,0.0,0.0,3.0,5.0,37.0,16.0,2021,129,109,2021-04-23,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CLE,36.0,5.0,13.0,38.5,0.0,2.0,0.0,4.0,7.0,57.1,0.0,5.0,5.0,11.0,2.0,0.0,4.0,2.0,14.0,3.0,2021,119,110,2021-04-25,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAS,42.0,9.0,26.0,34.6,0.0,3.0,0.0,4.0,4.0,100.0,4.0,9.0,13.0,14.0,1.0,1.0,6.0,4.0,22.0,-11.0,2021,143,146,2021-04-26,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LAL,41.0,7.0,16.0,43.8,1.0,3.0,33.3,3.0,4.0,75.0,2.0,16.0,18.0,14.0,2.0,0.0,2.0,3.0,18.0,12.0,2021,116,107,2021-04-28,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CLE,31.0,5.0,12.0,41.7,0.0,1.0,0.0,5.0,5.0,100.0,2.0,10.0,12.0,11.0,1.0,0.0,3.0,1.0,15.0,15.0,2021,122,93,2021-04-30,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
DAL,40.0,17.0,30.0,56.7,3.0,6.0,50.0,5.0,7.0,71.4,2.0,8.0,10.0,9.0,2.0,0.0,2.0,4.0,42.0,-3.0,2021,124,125,2021-05-01,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
IND,39.0,5.0,8.0,62.5,0.0,0.0,0.0,4.0,4.0,100.0,4.0,17.0,21.0,24.0,1.0,1.0,6.0,3.0,14.0,21.0,2021,154,141,2021-05-03,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MIL,40.0,12.0,20.0,60.0,0.0,2.0,0.0,5.0,8.0,62.5,0.0,12.0,12.0,17.0,3.0,1.0,2.0,3.0,29.0,2.0,2021,134,135,2021-05-05,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
TOR,44.0,5.0,19.0,26.3,1.0,6.0,16.7,2.0,4.0,50.0,1.0,16.0,17.0,17.0,1.0,0.0,7.0,6.0,13.0,8.0,2021,131,129,2021-05-06,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
IND,44.0,11.0,26.0,42.3,3.0,7.0,42.9,8.0,9.0,88.9,4.0,15.0,19.0,15.0,1.0,2.0,7.0,4.0,33.0,4.0,2021,133,132,2021-05-08,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
ATL,40.0,10.0,22.0,45.5,3.0,7.0,42.9,5.0,5.0,100.0,0.0,13.0,13.0,21.0,0.0,0.0,3.0,4.0,28.0,-1.0,2021,124,125,2021-05-10,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ATL,40.0,12.0,28.0,42.9,4.0,9.0,44.4,6.0,8.0,75.0,1.0,4.0,5.0,15.0,3.0,0.0,4.0,3.0,34.0,-4.0,2021,116,120,2021-05-12,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CLE,40.0,7.0,18.0,38.9,1.0,5.0,20.0,6.0,8.0,75.0,0.0,12.0,12.0,17.0,3.0,0.0,1.0,2.0,21.0,20.0,2021,120,105,2021-05-14,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CHA,40.0,6.0,15.0,40.0,2.0,8.0,25.0,9.0,12.0,75.0,3.0,12.0,15.0,10.0,1.0,0.0,3.0,4.0,23.0,9.0,2021,115,110,2021-05-16,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOS,37.0,6.0,18.0,33.3,0.0,4.0,0.0,8.0,8.0,100.0,5.0,9.0,14.0,5.0,3.0,2.0,4.0,5.0,20.0,-19.0,2021,100,118,2021-05-18,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
IND,33.0,6.0,13.0,46.2,0.0,1.0,0.0,6.0,9.0,66.7,1.0,7.0,8.0,15.0,1.0,0.0,3.0,2.0,18.0,30.0,2021,142,115,2021-05-20,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
PHI,43.0,7.0,17.0,41.2,0.0,2.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,14.0,0.0,1.0,6.0,4.0,16.0,-9.0,2021,118,125,2021-05-23,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
PHI,29.0,2.0,10.0,20.0,0.0,3.0,0.0,6.0,10.0,60.0,2.0,4.0,6.0,11.0,0.0,0.0,4.0,0.0,10.0,-16.0,2021,95,120,2021-05-26,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
PHI,34.0,9.0,18.0,50.0,3.0,6.0,50.0,5.0,5.0,100.0,3.0,9.0,12.0,10.0,0.0,0.0,3.0,4.0,26.0,-15.0,2021,103,132,2021-05-29,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
PHI,42.0,3.0,19.0,15.8,0.0,4.0,0.0,13.0,16.0,81.3,6.0,15.0,21.0,14.0,2.0,0.0,4.0,5.0,19.0,1.0,2021,122,114,2021-05-31,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
PHI,38.0,7.0,20.0,35.0,2.0,5.0,40.0,8.0,10.0,80.0,2.0,6.0,8.0,10.0,0.0,0.0,4.0,4.0,24.0,-21.0,2021,112,129,2021-06-02,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
GSW,35.0,4.0,13.0,30.8,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,4.0,4.0,8.0,-23.0,2021,114,121,2021-10-19,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
PHX,35.0,6.0,15.0,40.0,0.0,3.0,0.0,3.0,8.0,37.5,2.0,9.0,11.0,9.0,2.0,1.0,4.0,5.0,15.0,4.0,2021,105,115,2021-10-22,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
